4.40188;-0.0561707;1
3.83099;3.9844;0
5.11647;-2.02449;1
-0.647772;3.6823;0
-1.22225;1.5397;0
0.773971;2.28871;0
-0.352155;1.13401;0
5.5223;5.16195;0
2.35712;3.17297;0
-2.58397;2.06969;0
-3.83699;-1.57113;1
-2.62768;4.04177;0
-2.43321;0.00944394;1
-2.7021;-2.91191;1
5.98925;-1.81743;1
1.12932;4.39112;0
2.1264;-1.03968;1
2.37552;1.24287;1
0.93583;5.72775;0
-1.07483;3.71358;0
1.26745;3.69914;0
0.00228622;4.91529;0
-1.16685;-0.475417;1
4.07725;5.19026;0
-3.30245;5.49327;0
1.25995;-3.13944;1
-2.07786;2.63227;0
4.90233;-0.511071;1
-3.35829;-3.79977;1
0.577017;-3.36904;1
-1.6172;5.70634;0
5.02208;4.5092;0
-1.33334;1.3976;0
-0.24793;3.60249;0
1.12535;2.67724;0
1.31606;-3.6072;1
0.376376;5.31835;0
5.3081;3.20952;0
-1.15707;3.38534;0
2.39979;-0.459513;1
2.87861;-2.34026;1
0.401045;4.80075;0
4.29201;-0.696629;1
-1.71032;4.93372;0
-0.496398;2.8667;0
5.56468;1.8864;1
2.57304;4.58676;0
0.395599;5.2397;0
-0.0156333;4.14767;0
2.84219;5.10972;0
0.824907;-1.84175;1
5.50252;5.20128;0
-2.5234;4.81062;0
2.41081;0.319534;1
2.19596;-1.18941;1
3.86002;-0.925421;1
0.470336;-1.73893;1
-2.12467;-1.23765;1
1.56444;0.165013;1
-2.30393;5.06804;0
-2.96829;-2.73925;1
0.954441;3.60475;0
5.84752;5.35004;0
2.84445;-0.168117;1
3.49771;-0.313365;1
-1.0584;-1.67738;1
1.84489;-1.55587;1
-2.4761;3.32149;0
-2.74525;3.9347;0
-2.35898;3.45071;0
-3.2547;5.50104;0
-3.47471;1.21563;0
-2.23789;-1.59938;1
3.97798;3.32654;0
2.56564;5.67405;0
2.39458;3.59735;0
-3.0652;-2.65098;1
1.2021;-3.21768;1
-3.30094;-1.95345;1
0.614205;4.19677;0
1.73319;3.55581;0
-3.48061;-2.42193;1
5.99994;-1.95671;1
4.89956;-2.74532;1
5.97799;-3.45942;1
4.7054;-3.27671;1
-3.95838;5.23069;0
1.93892;-2.19628;1
-2.36869;-0.0830977;1
5.13027;4.19695;0
-0.409046;1.52485;0
1.7943;0.525758;1
2.87387;-3.0036;1
1.30808;3.57294;0
-0.957049;5.92228;0
1.76971;4.77614;0
3.47809;2.2891;0
-3.64579;3.47803;0
4.33239;5.25377;0
4.73271;4.31038;0
5.79434;3.43811;0
5.03366;5.83596;0
2.6688;0.972585;1
-2.36032;4.30012;0
4.88949;-3.23005;1
2.49707;-1.51956;1
2.2948;-1.70863;1
3.0062;-0.831329;1
-0.71223;-1.68572;1
-3.25839;2.33072;0
-1.76344;2.51132;0
1.10686;5.71466;0
-1.19958;1.46107;0
3.19269;-2.86719;1
0.714834;1.9254;0
5.44318;0.509176;1
-0.636489;4.47684;0
0.345133;-3.96769;1
-0.55057;1.98481;0
4.33243;-1.66108;1
2.75476;0.829503;1
0.819358;-0.950443;1
3.12087;-2.17444;1
2.21823;-3.59136;1
0.139837;2.95984;0
2.73936;2.3764;0
-0.528841;-2.15378;1
2.09106;2.27158;0
3.30729;-0.716256;1
3.40438;-1.97787;1
5.20914;2.84757;0
2.5313;-1.42735;1
1.32441;-3.12356;1
-1.39503;4.77384;0
2.86125;-3.0626;1
-2.88724;-0.383991;1
1.76691;1.93211;0
2.66557;-1.11222;1
3.75767;-1.11621;1
-0.703579;-2.10249;1
5.84363;-3.96421;1
4.27391;-0.685209;1
-2.11799;0.36497;1
5.58637;5.1893;0
3.64871;2.99075;0
-2.78857;2.85786;0
-0.161681;3.74273;0
5.43051;5.16273;0
4.61917;-1.96452;1
3.93657;1.48042;1
-1.02712;5.04932;0
5.09643;4.73979;0
0.981439;1.762;0
-2.37243;-1.26089;1
4.64579;0.923988;1
0.636622;4.48942;0
0.959774;-1.08947;1
-2.19579;2.84178;0
3.2755;-2.60942;1
2.03109;0.924217;1
4.38134;3.24252;0
-2.21792;-1.78034;1
0.985255;-2.78741;1
-2.61762;-0.395574;1
-0.75193;5.31895;0
5.08485;2.22095;1
4.36828;4.18128;0
0.960744;-0.650283;1
-0.0567284;2.58831;0
2.08883;-1.41094;1
-2.4877;-3.27455;1
-2.92152;2.47207;0
-0.364017;-1.1173;1
-0.686142;-3.08851;1
0.273277;5.34495;0
1.8357;-1.34539;1
2.58747;3.61778;0
0.874269;-2.42728;1
4.83037;2.25665;0
1.17715;-1.92156;1
1.57561;0.261994;1
4.29939;-0.0561162;1
-1.55673;-0.739865;1
3.2936;2.38654;0
5.84845;-0.617571;1
4.9756;-2.63925;1
0.107879;-3.94591;1
3.83282;3.74386;0
-1.06322;-2.85332;1
4.65535;3.21006;0
-3.50838;0.491051;0
5.86467;3.07909;0
-1.89117;0.73894;0
4.65181;-3.0608;1
-3.00441;-0.171041;1
-0.982369;2.5712;0
4.09095;-2.68298;1
-3.48492;-3.46578;1
0.577156;3.80868;0
2.92076;0.425602;1
-2.80889;1.89637;0
1.78635;1.29899;1
1.95045;-0.380832;1
-0.957145;4.88723;0
0.765847;-2.3018;1
2.09729;1.25747;1
2.18925;1.96196;0
-1.66344;4.29808;0
-3.2991;-3.01163;1
5.23728;-2.3035;1
0.817334;-1.74509;1
4.26769;-1.09171;1
-0.428069;4.78278;0
-0.55749;4.14909;0
2.59146;-3.63673;1
-1.42531;3.78257;0
2.25964;4.36104;0
-0.918434;-1.78991;1
-2.01979;2.12442;0
-2.90267;2.74605;0
3.82262;3.19462;0
-1.99648;0.0118765;1
-0.84342;0.340086;1
-1.69004;-0.142518;1
1.32846;-2.45276;1
1.55398;-3.85421;1
-0.197853;-0.178329;1
-0.94592;3.37408;0
-1.39555;2.49659;0
1.52316;5.19591;0
2.85986;4.09785;0
2.97848;-0.880495;1
2.45889;-3.93995;1
1.3296;4.4391;0
2.18447;2.42693;0
1.18515;0.00709048;1
-0.378457;3.18867;0
4.01897;2.77812;0
-2.47124;-3.67107;1
-3.36439;2.85722;0
-2.12384;2.18958;0
3.00301;1.67831;1
-3.98875;-3.94291;1
-0.947612;-1.3843;1
2.55368;4.57555;0
-2.18839;-0.586455;1
2.67341;4.79009;0
2.53305;-0.867704;1
4.85014;-2.13735;1
-2.42861;1.03461;0
4.28957;2.75654;0
5.0417;-2.08888;1
-0.0547871;3.06067;0
4.68924;1.47397;1
3.38959;5.32485;0
-1.66881;5.26576;0
1.51443;5.3342;0
0.944069;1.52568;0
5.39129;3.99646;0
4.14139;1.94497;1
2.57201;5.953;0
5.35852;-0.754586;1
4.74309;1.89157;1
2.37771;3.59324;0
3.75421;3.9491;0
-1.37215;2.04379;0
0.705642;-2.33045;1
3.9549;4.65086;0
4.73021;2.64414;0
0.124826;2.11981;0
1.96899;2.45601;0
1.38557;-2.51658;1
1.79022;-3.67037;1
3.0091;1.18151;1
4.32609;1.15049;1
-2.87352;0.8981;0
1.10349;-3.515;1
4.14351;-0.153416;1
2.37656;0.521224;1
-2.56018;0.130778;1
-1.52967;0.0676657;1
-3.82543;3.17597;0
1.73721;4.12947;0
1.82682;0.467425;1
0.773614;5.95165;0
-3.41277;-3.2574;1
2.40766;1.9728;0
-1.77398;-1.80212;1
2.30243;5.23513;0
3.37939;0.628522;1
0.385618;4.50586;0
5.52662;5.48911;0
4.99086;3.67014;0
-0.664308;1.36742;0
-1.80864;0.775512;0
5.4982;0.661686;1
4.84318;5.67277;0
-2.16235;0.58039;0
3.80224;3.66448;0
5.04782;-1.42415;1
3.61612;5.63505;0
-0.681542;0.0237877;1
1.60785;1.54448;0
2.22167;-2.08972;1
0.779609;-0.398949;1
2.5388;5.16523;0
-1.89308;2.06542;0
4.65434;-2.90222;1
-0.264442;-2.00997;1
2.4652;1.92692;0
2.76554;1.96341;0
-3.4114;1.60872;0
1.63617;-1.57374;1
-3.81089;-0.561586;1
-3.90927;5.23692;0
2.01427;3.70686;0
4.87197;5.33273;0
-2.26935;0.479815;0
0.877207;3.95231;0
2.39009;5.65682;0
-2.44664;-1.07111;1
4.82204;-0.339721;1
4.99431;3.47638;0
0.758056;-1.27013;1
5.4664;-2.77674;1
4.65679;2.23194;0
3.18666;5.2454;0
-2.15934;-1.17716;1
-2.32835;-1.97023;1
2.26125;-2.23761;1
-2.73331;-1.72448;1
5.46925;-3.86134;1
-2.39176;-2.80011;1
0.618478;2.48545;0
5.15221;-2.99143;1
2.14227;-3.29443;1
-0.0625391;0.96431;1
0.365849;-1.06823;1
-1.55931;5.12391;0
1.66164;-2.09291;1
-3.65284;0.318435;0
4.13904;3.53383;0
-0.43617;5.9797;0
-3.64334;1.23548;0
-1.99053;2.61792;0
2.99787;-0.723839;1
4.89343;2.46712;0
-0.585176;-3.49832;1
3.66701;4.0333;0
2.98713;2.81922;0
5.04187;-0.870603;1
3.52479;-1.02067;1
4.09371;-2.10936;1
1.91111;-3.46561;1
-2.98546;-2.42725;1
-1.55851;-2.63829;1
1.89119;-3.41948;1
4.89553;5.45502;0
-3.43978;5.2522;0
0.6905;-1.43031;1
1.87011;-2.31163;1
1.84585;0.763547;1
4.15549;5.26068;0
1.26523;1.8225;0
3.29398;-1.74764;1
-1.35828;2.33585;0
1.38175;-3.83349;1
5.31518;-0.52454;1
-1.94286;1.22629;0
0.00985351;-0.928317;1
2.79904;2.45134;0
0.433389;-1.30978;1
3.03186;-0.67108;1
-1.85476;3.59208;0
-1.41888;2.83574;0
-3.83823;4.45123;0
4.52411;2.00763;1
-0.785225;2.6796;0
1.2683;4.48;0
-1.4979;-1.43772;1
-3.26764;1.14382;0
4.89813;2.11411;1
1.31033;4.21331;0
5.58957;3.36747;0
-0.560406;-0.400578;1
-3.56085;-3.76137;1
-3.94924;0.872542;0
-1.07114;3.08262;0
4.20146;1.0741;1
0.674709;-3.21742;1
-2.09016;0.836484;0
5.23381;-3.56605;1
-3.15589;-1.55142;1
3.11355;2.11241;0
-3.07142;5.61565;0
4.67469;-2.33906;1
0.759474;3.57282;0
3.77505;-3.9302;1
1.78613;3.36462;0
3.43727;5.22572;0
-3.03596;3.87642;0
5.46435;-2.9852;1
-1.25103;-1.60679;1
4.09743;-3.04957;1
3.4673;-1.22786;1
-2.26699;5.37714;0
3.60862;-3.03319;1
5.81109;4.45273;0
-0.584603;2.92463;0
0.565142;0.343981;1
2.54029;-0.760168;1
2.00492;-2.70024;1
-3.18735;-0.220029;1
-2.63044;2.59878;0
-2.85541;4.80683;0
1.8245;-1.89137;1
2.68326;1.28885;1
-0.876565;5.43222;0
3.68206;-2.77914;1
-3.61735;1.14936;0
-0.00700103;-1.88435;1
0.526498;-2.39838;1
-0.917531;0.337584;1
-3.94565;2.49787;0
-2.73778;0.619491;0
-3.15815;3.80251;0
3.85932;2.84677;0
5.10227;4.67197;0
-3.37326;-3.52817;1
1.27075;-2.22867;1
5.27866;-2.90475;1
-0.120039;1.96191;0
2.38409;3.0034;0
1.39413;0.0661505;1
4.22426;1.77678;1
5.21551;-1.78274;1
3.89244;-0.257992;1
-0.181123;-3.02509;1
4.07959;-0.126775;1
3.47277;5.34181;0
4.49272;4.31462;0
3.14432;2.35204;0
1.16139;2.24658;0
1.02401;1.78813;0
2.71841;-3.70524;1
3.55945;1.99707;0
-2.60999;-2.56058;1
-2.04102;3.7741;0
4.44281;3.35311;0
-2.15975;2.66707;0
-0.870105;-2.94424;1
4.88433;-2.97767;1
0.797771;-1.29679;1
-2.00276;-1.12264;1
2.57643;5.47001;0
-1.78082;1.06915;0
3.78463;5.36349;0
-2.57881;-1.05399;1
1.61007;2.4452;0
4.73414;-1.67152;1
2.73996;2.29359;0
4.32555;4.12997;0
3.73301;-3.71547;1
1.90407;2.17582;0
3.63764;3.74432;0
-1.15711;-3.23247;1
4.80009;-2.27278;1
-2.21013;-0.402142;1
0.430426;-0.212895;1
2.47522;-2.99314;1
-0.742886;4.6944;0
2.076;-2.95826;1
4.05789;3.49719;0
-0.0122452;-0.332037;1
-0.0576125;-1.27811;1
1.99644;-3.31765;1
5.01549;0.321991;1
4.81232;2.7485;0
0.606517;0.716388;1
-1.07568;-1.75585;1
-1.53929;1.76721;0
-0.988311;-2.7392;1
3.49443;0.801555;1
0.858658;-2.07514;1
4.58866;-2.66612;1
-1.06829;-2.15423;1
-3.97172;5.00772;0
-1.11248;4.08617;0
2.50491;2.87527;0
-2.24587;-3.55271;1
5.59716;3.75058;0
